SAMPLE	IsTestSet	OBJECT
train	False	obj2365
train	False	obj2366
train	False	obj2368
train	False	obj2371
train	False	obj2372
train	False	obj2373
train	False	obj2374
train	False	obj2375
train	False	obj2377
train	False	obj2380
train	False	obj2381
train	False	obj2382
train	False	obj2383
train	False	obj2385
train	False	obj2386
train	False	obj2388
train	False	obj2389
train	False	obj2390
train	False	obj2391
train	False	obj2393
train	False	obj2396
train	False	obj2397
train	False	obj2398
train	False	obj2399
train	False	obj2401
train	False	obj2402
train	False	obj2403
train	False	obj2404
train	False	obj2407
train	False	obj2409
train	False	obj2411
train	False	obj2412
train	False	obj2414
train	False	obj2415
train	False	obj2416
train	False	obj2417
train	False	obj2418
train	False	obj2419
train	False	obj2421
train	False	obj2422
train	False	obj2423
train	False	obj2424
train	False	obj2425
train	False	obj2426
train	False	obj2427
train	False	obj2428
train	False	obj2429
train	False	obj2430
train	False	obj2431
train	False	obj2434
train	False	obj2435
train	False	obj2436
train	False	obj2437
train	False	obj2439
train	False	obj2441
train	False	obj2442
train	False	obj2443
train	False	obj2444
train	False	obj2445
train	False	obj2446
train	False	obj2449
train	False	obj2451
train	False	obj2452
train	False	obj2453
train	False	obj2454
train	False	obj2455
train	False	obj2457
train	False	obj2458
train	False	obj2459
train	False	obj2461
train	False	obj2464
train	False	obj2465
train	False	obj2467
train	False	obj2468
train	False	obj2470
train	False	obj2471
train	False	obj2475
train	False	obj2476
train	False	obj2477
train	False	obj2478
train	False	obj2479
train	False	obj2480
train	False	obj2481
train	False	obj2483
train	False	obj2484
train	False	obj2485
train	False	obj2486
train	False	obj2487
train	False	obj2489
train	False	obj2490
train	False	obj2491
train	False	obj2492
train	False	obj2494
train	False	obj2495
train	False	obj2496
train	False	obj2498
train	False	obj2499
train	False	obj2500
train	False	obj2502
train	False	obj2503
train	False	obj2504
train	False	obj2505
train	False	obj2506
train	False	obj2507
train	False	obj2508
train	False	obj2510
train	False	obj2511
train	False	obj2512
train	False	obj2513
train	False	obj2514
train	False	obj2515
train	False	obj2516
train	False	obj2517
train	False	obj2519
train	False	obj2520
train	False	obj2521
train	False	obj2524
train	False	obj2526
train	False	obj2527
train	False	obj2529
train	False	obj2530
train	False	obj2531
train	False	obj2532
train	False	obj2533
train	False	obj2534
train	False	obj2536
train	False	obj2537
train	False	obj2538
train	False	obj2539
train	False	obj2542
train	False	obj2544
train	False	obj2545
train	False	obj2546
train	False	obj2547
train	False	obj2548
train	False	obj2549
train	False	obj2550
train	False	obj2551
train	False	obj2552
train	False	obj2554
train	False	obj2557
train	False	obj2559
train	False	obj2560
train	False	obj2563
train	False	obj2565
train	False	obj2566
train	False	obj2567
train	False	obj2568
train	False	obj2569
train	False	obj2571
train	False	obj2572
train	False	obj2574
train	False	obj2575
train	False	obj2576
train	False	obj2577
train	False	obj2580
train	False	obj2581
train	False	obj2584
train	False	obj2585
train	False	obj2586
train	False	obj2588
train	False	obj2589
train	False	obj2591
train	False	obj2592
train	False	obj2593
train	False	obj2594
train	False	obj2595
train	False	obj2596
train	False	obj2597
train	False	obj2598
train	False	obj2599
train	False	obj2601
train	False	obj2602
train	False	obj2605
train	False	obj2606
train	False	obj2607
train	False	obj2608
train	False	obj2609
train	False	obj2610
train	False	obj2614
train	False	obj2615
train	False	obj2616
train	False	obj2617
train	False	obj2619
train	False	obj2622
train	False	obj2623
train	False	obj2624
train	False	obj2625
train	False	obj2626
train	False	obj2627
train	False	obj2628
train	False	obj2630
train	False	obj2631
train	False	obj2633
train	False	obj2635
train	False	obj2638
train	False	obj2639
train	False	obj2640
train	False	obj2641
train	False	obj2642
train	False	obj2643
train	False	obj2645
train	False	obj2646
train	False	obj2648
train	False	obj2649
train	False	obj2650
train	False	obj2652
train	False	obj2653
train	False	obj2655
train	False	obj2657
train	False	obj2658
train	False	obj2659
train	False	obj2661
train	False	obj2662
train	False	obj2663
train	False	obj2664
train	False	obj2665
train	False	obj2666
train	False	obj2668
train	False	obj2669
train	False	obj2671
train	False	obj2672
train	False	obj2673
train	False	obj2674
train	False	obj2676
train	False	obj2678
train	False	obj2680
train	False	obj2681
train	False	obj2682
train	False	obj2683
train	False	obj2685
train	False	obj2687
train	False	obj2690
train	False	obj2693
train	False	obj2694
train	False	obj2695
train	False	obj2696
train	False	obj2697
train	False	obj2698
train	False	obj2699
train	False	obj2700
train	False	obj2704
train	False	obj2707
train	False	obj2709
train	False	obj2710
train	False	obj2711
train	False	obj2713
train	False	obj2714
train	False	obj2715
train	False	obj2720
train	False	obj2721
train	False	obj2723
train	False	obj2724
train	False	obj2726
train	False	obj2727
train	False	obj2729
train	False	obj2730
train	False	obj2731
train	False	obj2733
train	False	obj2734
train	False	obj2735
train	False	obj2736
train	False	obj2738
train	False	obj2740
train	False	obj2741
train	False	obj2742
train	False	obj2743
train	False	obj2744
train	False	obj2745
train	False	obj2747
train	False	obj2750
train	False	obj2751
train	False	obj2752
train	False	obj2753
train	False	obj2754
train	False	obj2757
train	False	obj2760
train	False	obj2762
train	False	obj2763
train	False	obj2764
train	False	obj2765
train	False	obj2766
train	False	obj2767
train	False	obj2769
train	False	obj2770
train	False	obj2771
train	False	obj2774
train	False	obj2775
train	False	obj2776
train	False	obj2777
train	False	obj2778
train	False	obj2779
train	False	obj2780
train	False	obj2781
train	False	obj2782
train	False	obj2783
train	False	obj2784
train	False	obj2785
train	False	obj2786
train	False	obj2787
train	False	obj2789
train	False	obj2790
train	False	obj2791
train	False	obj2793
train	False	obj2794
train	False	obj2796
train	False	obj2798
train	False	obj2799
train	False	obj2801
train	False	obj2803
train	False	obj2804
train	False	obj2806
train	False	obj2807
train	False	obj2808
train	False	obj2809
train	False	obj2812
train	False	obj2817
train	False	obj2818
train	False	obj2821
train	False	obj2822
train	False	obj2823
train	False	obj2824
train	False	obj2825
train	False	obj2827
train	False	obj2828
train	False	obj2829
train	False	obj2831
train	False	obj2832
train	False	obj2833
train	False	obj2834
train	False	obj2835
train	False	obj2836
train	False	obj2837
train	False	obj2838
train	False	obj2839
train	False	obj2840
train	False	obj2841
train	False	obj2843
train	False	obj2846
train	False	obj2847
train	False	obj2848
train	False	obj2849
train	False	obj2851
train	False	obj2852
train	False	obj2853
train	False	obj2854
train	False	obj2855
train	False	obj2856
train	False	obj2857
train	False	obj2858
train	False	obj2860
train	False	obj2861
train	False	obj2862
train	False	obj2864
train	False	obj2866
train	False	obj2867
train	False	obj2868
train	False	obj2869
train	False	obj2870
train	False	obj2873
train	False	obj2875
train	False	obj2878
train	False	obj2879
train	False	obj2880
train	False	obj2882
train	False	obj2883
train	False	obj2885
train	False	obj2886
train	False	obj2887
train	False	obj2888
train	False	obj2891
train	False	obj2892
train	False	obj2893
train	False	obj2894
train	False	obj2895
train	False	obj2896
train	False	obj2897
train	False	obj2898
train	False	obj2899
train	False	obj2901
train	False	obj2903
train	False	obj2906
train	False	obj2907
train	False	obj2908
train	False	obj2909
train	False	obj2912
train	False	obj2916
train	False	obj2918
train	False	obj2919
train	False	obj2920
train	False	obj2921
train	False	obj2922
train	False	obj2923
train	False	obj2924
train	False	obj2925
train	False	obj2926
train	False	obj2927
train	False	obj2928
train	False	obj2929
train	False	obj2930
train	False	obj2931
train	False	obj2932
train	False	obj2934
train	False	obj2935
train	False	obj2937
train	False	obj2938
train	False	obj2939
train	False	obj2940
train	False	obj2941
train	False	obj2942
train	False	obj2943
train	False	obj2944
train	False	obj2947
train	False	obj2948
train	False	obj2949
train	False	obj2950
valid	True	obj9
valid	True	obj19
valid	True	obj20
valid	True	obj29
valid	True	obj38
valid	True	obj42
valid	True	obj51
valid	True	obj55
valid	True	obj58
valid	True	obj59
valid	True	obj77
valid	True	obj78
valid	True	obj83
valid	True	obj87
valid	True	obj88
valid	True	obj92
valid	True	obj100
valid	True	obj110
valid	True	obj114
valid	True	obj115
valid	True	obj123
valid	True	obj126
valid	True	obj146
valid	True	obj154
valid	True	obj162
valid	True	obj164
valid	True	obj170
valid	True	obj176
valid	True	obj177
valid	True	obj198
valid	True	obj199
valid	True	obj203
valid	True	obj222
valid	True	obj233
valid	True	obj234
valid	True	obj243
valid	True	obj250
valid	True	obj258
valid	True	obj259
valid	True	obj261
valid	True	obj265
valid	True	obj269
valid	True	obj324
valid	True	obj325
valid	True	obj326
valid	True	obj341
valid	True	obj344
valid	True	obj351
valid	True	obj360
valid	True	obj369
valid	True	obj373
valid	True	obj383
valid	True	obj391
valid	True	obj403
valid	True	obj420
valid	True	obj428
valid	True	obj438
valid	True	obj444
valid	True	obj445
valid	True	obj452
valid	True	obj455
valid	True	obj459
valid	True	obj471
valid	True	obj473
valid	True	obj475
valid	True	obj481
valid	True	obj492
valid	True	obj496
valid	True	obj498
valid	True	obj533
valid	True	obj535
valid	True	obj546
valid	True	obj549
valid	True	obj553
valid	True	obj555
valid	True	obj564
valid	True	obj565
valid	True	obj567
valid	True	obj569
valid	True	obj571
valid	True	obj576
valid	True	obj578
valid	True	obj581
valid	True	obj591
valid	True	obj605
valid	True	obj609
valid	True	obj610
valid	True	obj611
valid	True	obj616
valid	True	obj617
valid	True	obj635
valid	True	obj643
valid	True	obj648
valid	True	obj649
valid	True	obj654
valid	True	obj661
valid	True	obj663
valid	True	obj673
valid	True	obj685
valid	True	obj687
valid	True	obj689
valid	True	obj701
valid	True	obj706
valid	True	obj707
valid	True	obj711
valid	True	obj717
valid	True	obj722
valid	True	obj739
valid	True	obj749
valid	True	obj752
valid	True	obj754
valid	True	obj755
valid	True	obj762
valid	True	obj766
valid	True	obj773
valid	True	obj777
valid	True	obj779
valid	True	obj786
valid	True	obj799
valid	True	obj807
valid	True	obj810
valid	True	obj823
valid	True	obj844
valid	True	obj852
valid	True	obj854
valid	True	obj874
valid	True	obj878
valid	True	obj888
valid	True	obj890
valid	True	obj891
valid	True	obj900
valid	True	obj906
valid	True	obj915
valid	True	obj917
valid	True	obj925
valid	True	obj927
valid	True	obj930
valid	True	obj934
valid	True	obj936
valid	True	obj952
valid	True	obj956
valid	True	obj964
valid	True	obj965
valid	True	obj966
valid	True	obj980
valid	True	obj981
valid	True	obj983
valid	True	obj1001
valid	True	obj1002
valid	True	obj1006
valid	True	obj1012
valid	True	obj1017
valid	True	obj1021
valid	True	obj1023
valid	True	obj1024
valid	True	obj1035
valid	True	obj1036
valid	True	obj1041
valid	True	obj1047
valid	True	obj1053
valid	True	obj1066
valid	True	obj1068
valid	True	obj1070
valid	True	obj1095
valid	True	obj1098
valid	True	obj1103
valid	True	obj1105
valid	True	obj1114
valid	True	obj1115
valid	True	obj1117
valid	True	obj1125
valid	True	obj1126
valid	True	obj1130
valid	True	obj1133
valid	True	obj1142
valid	True	obj1157
valid	True	obj1160
valid	True	obj1176
valid	True	obj1195
valid	True	obj1198
valid	True	obj1215
valid	True	obj1225
valid	True	obj1231
valid	True	obj1245
valid	True	obj1248
valid	True	obj1250
valid	True	obj1254
valid	True	obj1260
valid	True	obj1264
valid	True	obj1265
valid	True	obj1269
valid	True	obj1289
valid	True	obj1291
valid	True	obj1293
valid	True	obj1309
valid	True	obj1316
valid	True	obj1319
valid	True	obj1328
valid	True	obj1331
valid	True	obj1332
valid	True	obj1335
valid	True	obj1339
valid	True	obj1346
valid	True	obj1349
valid	True	obj1352
valid	True	obj1360
valid	True	obj1365
valid	True	obj1368
valid	True	obj1378
valid	True	obj1394
valid	True	obj1400
valid	True	obj1404
valid	True	obj1411
valid	True	obj1420
valid	True	obj1426
valid	True	obj1437
valid	True	obj1444
valid	True	obj1448
valid	True	obj1463
valid	True	obj1464
valid	True	obj1468
valid	True	obj1469
valid	True	obj1470
valid	True	obj1483
valid	True	obj1485
valid	True	obj1494
valid	True	obj1524
valid	True	obj1566
valid	True	obj1575
valid	True	obj1578
valid	True	obj1592
valid	True	obj1599
valid	True	obj1602
valid	True	obj1631
valid	True	obj1633
valid	True	obj1645
valid	True	obj1646
valid	True	obj1648
valid	True	obj1655
valid	True	obj1656
valid	True	obj1669
valid	True	obj1670
valid	True	obj1673
valid	True	obj1678
valid	True	obj1684
valid	True	obj1686
valid	True	obj1691
valid	True	obj1700
valid	True	obj1701
valid	True	obj1705
valid	True	obj1706
valid	True	obj1715
valid	True	obj1722
valid	True	obj1727
valid	True	obj1744
valid	True	obj1745
valid	True	obj1748
valid	True	obj1754
valid	True	obj1758
valid	True	obj1760
valid	True	obj1771
valid	True	obj1790
valid	True	obj1812
valid	True	obj1813
valid	True	obj1816
valid	True	obj1819
valid	True	obj1833
valid	True	obj1837
valid	True	obj1844
valid	True	obj1858
valid	True	obj1869
valid	True	obj1879
valid	True	obj1885
valid	True	obj1888
valid	True	obj1889
valid	True	obj1894
valid	True	obj1895
valid	True	obj1899
valid	True	obj1910
valid	True	obj1913
valid	True	obj1929
valid	True	obj1932
valid	True	obj1948
valid	True	obj1953
valid	True	obj1954
valid	True	obj1966
valid	True	obj1975
valid	True	obj1977
valid	True	obj1990
valid	True	obj1992
valid	True	obj1994
valid	True	obj2018
valid	True	obj2025
valid	True	obj2035
valid	True	obj2036
valid	True	obj2041
valid	True	obj2042
valid	True	obj2049
valid	True	obj2050
valid	True	obj2059
valid	True	obj2060
valid	True	obj2067
valid	True	obj2074
valid	True	obj2083
valid	True	obj2090
valid	True	obj2103
valid	True	obj2133
valid	True	obj2135
valid	True	obj2137
valid	True	obj2142
valid	True	obj2146
valid	True	obj2169
valid	True	obj2172
valid	True	obj2175
valid	True	obj2176
valid	True	obj2180
valid	True	obj2185
valid	True	obj2187
valid	True	obj2190
valid	True	obj2208
valid	True	obj2212
valid	True	obj2213
valid	True	obj2214
valid	True	obj2216
valid	True	obj2220
valid	True	obj2224
valid	True	obj2226
valid	True	obj2229
valid	True	obj2233
valid	True	obj2240
valid	True	obj2244
valid	True	obj2248
valid	True	obj2251
valid	True	obj2261
valid	True	obj2263
valid	True	obj2268
valid	True	obj2270
valid	True	obj2283
valid	True	obj2284
valid	True	obj2293
valid	True	obj2300
valid	True	obj2301
valid	True	obj2303
valid	True	obj2306
valid	True	obj2310
valid	True	obj2322
valid	True	obj2328
valid	True	obj2335
valid	True	obj2345
valid	True	obj2353
valid	True	obj2358
valid	True	obj2363
valid	True	obj2370
valid	True	obj2376
valid	True	obj2378
valid	True	obj2384
valid	True	obj2387
valid	True	obj2392
valid	True	obj2394
valid	True	obj2406
valid	True	obj2410
valid	True	obj2432
valid	True	obj2438
valid	True	obj2447
valid	True	obj2448
valid	True	obj2460
valid	True	obj2469
valid	True	obj2472
valid	True	obj2474
valid	True	obj2501
valid	True	obj2523
valid	True	obj2525
valid	True	obj2528
valid	True	obj2535
valid	True	obj2540
valid	True	obj2555
valid	True	obj2556
valid	True	obj2558
valid	True	obj2561
valid	True	obj2570
valid	True	obj2573
valid	True	obj2579
valid	True	obj2582
valid	True	obj2587
valid	True	obj2590
valid	True	obj2604
valid	True	obj2620
valid	True	obj2644
valid	True	obj2647
valid	True	obj2651
valid	True	obj2667
valid	True	obj2675
valid	True	obj2677
valid	True	obj2684
valid	True	obj2686
valid	True	obj2688
valid	True	obj2689
valid	True	obj2691
valid	True	obj2701
valid	True	obj2703
valid	True	obj2708
valid	True	obj2718
valid	True	obj2719
valid	True	obj2725
valid	True	obj2728
valid	True	obj2737
valid	True	obj2746
valid	True	obj2748
valid	True	obj2755
valid	True	obj2758
valid	True	obj2761
valid	True	obj2768
valid	True	obj2773
valid	True	obj2788
valid	True	obj2797
valid	True	obj2800
valid	True	obj2802
valid	True	obj2805
valid	True	obj2810
valid	True	obj2813
valid	True	obj2814
valid	True	obj2820
valid	True	obj2830
valid	True	obj2845
valid	True	obj2850
valid	True	obj2859
valid	True	obj2863
valid	True	obj2865
valid	True	obj2871
valid	True	obj2872
valid	True	obj2889
valid	True	obj2890
valid	True	obj2904
valid	True	obj2910
valid	True	obj2911
valid	True	obj2914
valid	True	obj2915
valid	True	obj2946
valid	True	obj295
valid	True	obj297
valid	True	obj300
valid	True	obj303
valid	True	obj304
valid	True	obj305
valid	True	obj306
valid	True	obj308
valid	True	obj313
valid	True	obj314
valid	True	obj315
valid	True	obj317
valid	True	obj319
valid	True	obj2962
valid	True	obj2967
valid	True	obj2970
valid	True	obj2972
valid	True	obj2977
valid	True	obj2978
valid	True	obj2979
valid	True	obj2981
valid	True	obj2982
valid	True	obj2983
valid	True	obj2984
valid	True	obj2986
valid	True	obj2987
valid	True	obj2993
valid	True	obj2994
valid	True	obj2995
valid	True	obj2996
valid	True	obj3000
valid	True	obj3001
valid	True	obj3003
valid	True	obj3006
valid	True	obj3009
valid	True	obj3012
valid	True	obj3013
valid	True	obj3014
valid	True	obj3020
valid	True	obj3024
valid	True	obj3025
valid	True	obj3027
valid	True	obj3030
valid	True	obj3031
valid	True	obj3034
valid	True	obj3035
valid	True	obj3037
valid	True	obj3038
valid	True	obj3039
valid	True	obj3043
valid	True	obj3044
valid	True	obj3045
valid	True	obj3046
valid	True	obj3047
valid	True	obj3050
valid	True	obj3053
valid	True	obj3056
valid	True	obj3057
valid	True	obj3059
valid	True	obj3063
valid	True	obj3064
valid	True	obj3065
valid	True	obj3066
valid	True	obj3067
valid	True	obj3070
valid	True	obj3071
valid	True	obj3072
valid	True	obj3075
valid	True	obj3076
valid	True	obj3078
valid	True	obj3079
valid	True	obj3080
valid	True	obj3082
valid	True	obj3083
valid	True	obj3084
valid	True	obj3086
valid	True	obj3089
valid	True	obj3091
valid	True	obj3093
valid	True	obj3094
valid	True	obj3095
valid	True	obj3100
valid	True	obj3102
valid	True	obj3105
valid	True	obj3107
valid	True	obj3109
valid	True	obj3110
valid	True	obj3116
valid	True	obj3117
valid	True	obj3119
valid	True	obj3120
valid	True	obj3121
valid	True	obj3124
valid	True	obj3126
valid	True	obj3127
valid	True	obj3128
valid	True	obj3131
valid	True	obj3132
valid	True	obj3133
valid	True	obj3136
valid	True	obj3139
valid	True	obj3140
valid	True	obj3141
valid	True	obj3142
valid	True	obj3143
valid	True	obj3144
valid	True	obj3145
valid	True	obj3146
valid	True	obj3148
valid	True	obj3149
valid	True	obj3150
valid	True	obj3154
valid	True	obj3155
valid	True	obj3157
valid	True	obj3159
valid	True	obj3160
valid	True	obj3164
valid	True	obj3167
valid	True	obj3171
valid	True	obj3172
valid	True	obj3174
valid	True	obj3176
valid	True	obj3177
valid	True	obj3178
valid	True	obj3179
valid	True	obj3181
valid	True	obj3182
valid	True	obj3184
valid	True	obj3185
valid	True	obj3186
valid	True	obj3187
valid	True	obj3188
valid	True	obj3189
valid	True	obj3192
valid	True	obj3194
valid	True	obj3195
valid	True	obj3197
valid	True	obj3199
valid	True	obj3201
valid	True	obj3202
valid	True	obj3203
valid	True	obj3204
valid	True	obj3205
valid	True	obj3208
valid	True	obj3209
valid	True	obj3210
valid	True	obj3211
valid	True	obj3212
valid	True	obj3214
valid	True	obj3223
valid	True	obj3225
valid	True	obj3226
valid	True	obj3228
valid	True	obj3229
valid	True	obj3231
valid	True	obj3232
valid	True	obj3233
test	True	obj2
test	True	obj3
test	True	obj4
test	True	obj6
test	True	obj12
test	True	obj27
test	True	obj39
test	True	obj44
test	True	obj68
test	True	obj76
test	True	obj79
test	True	obj90
test	True	obj94
test	True	obj99
test	True	obj122
test	True	obj133
test	True	obj137
test	True	obj139
test	True	obj149
test	True	obj157
test	True	obj161
test	True	obj185
test	True	obj214
test	True	obj228
test	True	obj229
test	True	obj232
test	True	obj247
test	True	obj264
test	True	obj271
test	True	obj282
test	True	obj327
test	True	obj330
test	True	obj332
test	True	obj333
test	True	obj345
test	True	obj348
test	True	obj362
test	True	obj365
test	True	obj367
test	True	obj370
test	True	obj374
test	True	obj380
test	True	obj382
test	True	obj389
test	True	obj404
test	True	obj409
test	True	obj435
test	True	obj441
test	True	obj450
test	True	obj454
test	True	obj458
test	True	obj465
test	True	obj466
test	True	obj474
test	True	obj480
test	True	obj487
test	True	obj491
test	True	obj497
test	True	obj499
test	True	obj502
test	True	obj504
test	True	obj513
test	True	obj521
test	True	obj527
test	True	obj534
test	True	obj540
test	True	obj548
test	True	obj551
test	True	obj552
test	True	obj556
test	True	obj560
test	True	obj566
test	True	obj574
test	True	obj575
test	True	obj580
test	True	obj583
test	True	obj598
test	True	obj602
test	True	obj608
test	True	obj627
test	True	obj642
test	True	obj651
test	True	obj652
test	True	obj657
test	True	obj665
test	True	obj671
test	True	obj677
test	True	obj694
test	True	obj700
test	True	obj713
test	True	obj731
test	True	obj735
test	True	obj736
test	True	obj743
test	True	obj748
test	True	obj759
test	True	obj763
test	True	obj765
test	True	obj767
test	True	obj772
test	True	obj775
test	True	obj796
test	True	obj803
test	True	obj806
test	True	obj811
test	True	obj812
test	True	obj813
test	True	obj821
test	True	obj826
test	True	obj837
test	True	obj839
test	True	obj841
test	True	obj859
test	True	obj863
test	True	obj872
test	True	obj879
test	True	obj894
test	True	obj903
test	True	obj904
test	True	obj914
test	True	obj926
test	True	obj928
test	True	obj929
test	True	obj931
test	True	obj938
test	True	obj947
test	True	obj953
test	True	obj961
test	True	obj962
test	True	obj963
test	True	obj999
test	True	obj1007
test	True	obj1008
test	True	obj1009
test	True	obj1013
test	True	obj1015
test	True	obj1022
test	True	obj1029
test	True	obj1030
test	True	obj1031
test	True	obj1034
test	True	obj1037
test	True	obj1044
test	True	obj1045
test	True	obj1063
test	True	obj1077
test	True	obj1086
test	True	obj1088
test	True	obj1089
test	True	obj1090
test	True	obj1092
test	True	obj1100
test	True	obj1107
test	True	obj1113
test	True	obj1119
test	True	obj1124
test	True	obj1129
test	True	obj1131
test	True	obj1134
test	True	obj1137
test	True	obj1139
test	True	obj1140
test	True	obj1148
test	True	obj1151
test	True	obj1166
test	True	obj1167
test	True	obj1186
test	True	obj1196
test	True	obj1201
test	True	obj1208
test	True	obj1209
test	True	obj1211
test	True	obj1213
test	True	obj1217
test	True	obj1223
test	True	obj1229
test	True	obj1239
test	True	obj1251
test	True	obj1252
test	True	obj1256
test	True	obj1259
test	True	obj1267
test	True	obj1268
test	True	obj1271
test	True	obj1274
test	True	obj1276
test	True	obj1286
test	True	obj1290
test	True	obj1294
test	True	obj1302
test	True	obj1318
test	True	obj1321
test	True	obj1324
test	True	obj1344
test	True	obj1345
test	True	obj1373
test	True	obj1375
test	True	obj1385
test	True	obj1393
test	True	obj1398
test	True	obj1399
test	True	obj1401
test	True	obj1403
test	True	obj1414
test	True	obj1423
test	True	obj1435
test	True	obj1441
test	True	obj1442
test	True	obj1449
test	True	obj1461
test	True	obj1471
test	True	obj1472
test	True	obj1474
test	True	obj1477
test	True	obj1486
test	True	obj1497
test	True	obj1512
test	True	obj1518
test	True	obj1541
test	True	obj1544
test	True	obj1546
test	True	obj1547
test	True	obj1555
test	True	obj1557
test	True	obj1561
test	True	obj1564
test	True	obj1570
test	True	obj1574
test	True	obj1577
test	True	obj1580
test	True	obj1581
test	True	obj1603
test	True	obj1606
test	True	obj1607
test	True	obj1611
test	True	obj1640
test	True	obj1641
test	True	obj1642
test	True	obj1676
test	True	obj1683
test	True	obj1689
test	True	obj1692
test	True	obj1693
test	True	obj1711
test	True	obj1713
test	True	obj1718
test	True	obj1729
test	True	obj1735
test	True	obj1736
test	True	obj1738
test	True	obj1752
test	True	obj1753
test	True	obj1772
test	True	obj1773
test	True	obj1781
test	True	obj1788
test	True	obj1789
test	True	obj1792
test	True	obj1794
test	True	obj1795
test	True	obj1796
test	True	obj1801
test	True	obj1809
test	True	obj1811
test	True	obj1815
test	True	obj1821
test	True	obj1822
test	True	obj1825
test	True	obj1828
test	True	obj1831
test	True	obj1835
test	True	obj1839
test	True	obj1845
test	True	obj1851
test	True	obj1852
test	True	obj1853
test	True	obj1859
test	True	obj1871
test	True	obj1874
test	True	obj1883
test	True	obj1912
test	True	obj1930
test	True	obj1946
test	True	obj1949
test	True	obj1957
test	True	obj1962
test	True	obj1967
test	True	obj1972
test	True	obj1980
test	True	obj1987
test	True	obj1988
test	True	obj1989
test	True	obj1993
test	True	obj2001
test	True	obj2002
test	True	obj2004
test	True	obj2009
test	True	obj2020
test	True	obj2024
test	True	obj2028
test	True	obj2037
test	True	obj2046
test	True	obj2064
test	True	obj2076
test	True	obj2079
test	True	obj2082
test	True	obj2085
test	True	obj2089
test	True	obj2092
test	True	obj2098
test	True	obj2109
test	True	obj2110
test	True	obj2112
test	True	obj2113
test	True	obj2119
test	True	obj2126
test	True	obj2131
test	True	obj2136
test	True	obj2150
test	True	obj2153
test	True	obj2154
test	True	obj2171
test	True	obj2186
test	True	obj2188
test	True	obj2189
test	True	obj2193
test	True	obj2206
test	True	obj2209
test	True	obj2210
test	True	obj2218
test	True	obj2221
test	True	obj2225
test	True	obj2232
test	True	obj2236
test	True	obj2246
test	True	obj2254
test	True	obj2258
test	True	obj2280
test	True	obj2281
test	True	obj2287
test	True	obj2288
test	True	obj2294
test	True	obj2304
test	True	obj2308
test	True	obj2313
test	True	obj2316
test	True	obj2324
test	True	obj2334
test	True	obj2339
test	True	obj2342
test	True	obj2348
test	True	obj2349
test	True	obj2359
test	True	obj2360
test	True	obj2367
test	True	obj2369
test	True	obj2379
test	True	obj2395
test	True	obj2400
test	True	obj2405
test	True	obj2408
test	True	obj2413
test	True	obj2420
test	True	obj2433
test	True	obj2440
test	True	obj2450
test	True	obj2456
test	True	obj2462
test	True	obj2463
test	True	obj2466
test	True	obj2473
test	True	obj2482
test	True	obj2488
test	True	obj2493
test	True	obj2497
test	True	obj2509
test	True	obj2518
test	True	obj2522
test	True	obj2541
test	True	obj2543
test	True	obj2553
test	True	obj2562
test	True	obj2564
test	True	obj2578
test	True	obj2583
test	True	obj2600
test	True	obj2603
test	True	obj2611
test	True	obj2612
test	True	obj2613
test	True	obj2618
test	True	obj2621
test	True	obj2629
test	True	obj2632
test	True	obj2634
test	True	obj2636
test	True	obj2637
test	True	obj2654
test	True	obj2656
test	True	obj2660
test	True	obj2670
test	True	obj2679
test	True	obj2692
test	True	obj2702
test	True	obj2705
test	True	obj2706
test	True	obj2712
test	True	obj2716
test	True	obj2717
test	True	obj2722
test	True	obj2732
test	True	obj2739
test	True	obj2749
test	True	obj2756
test	True	obj2759
test	True	obj2772
test	True	obj2792
test	True	obj2795
test	True	obj2811
test	True	obj2815
test	True	obj2816
test	True	obj2819
test	True	obj2826
test	True	obj2842
test	True	obj2844
test	True	obj2874
test	True	obj2876
test	True	obj2877
test	True	obj2881
test	True	obj2884
test	True	obj2900
test	True	obj2902
test	True	obj2905
test	True	obj2913
test	True	obj2917
test	True	obj2933
test	True	obj2936
test	True	obj2945
test	True	obj293
test	True	obj294
test	True	obj296
test	True	obj298
test	True	obj299
test	True	obj301
test	True	obj302
test	True	obj307
test	True	obj309
test	True	obj310
test	True	obj311
test	True	obj312
test	True	obj316
test	True	obj318
test	True	obj320
test	True	obj321
test	True	obj322
test	True	obj323
test	True	obj2951
test	True	obj2952
test	True	obj2953
test	True	obj2954
test	True	obj2955
test	True	obj2956
test	True	obj2957
test	True	obj2958
test	True	obj2959
test	True	obj2960
test	True	obj2961
test	True	obj2963
test	True	obj2964
test	True	obj2965
test	True	obj2966
test	True	obj2968
test	True	obj2969
test	True	obj2971
test	True	obj2973
test	True	obj2974
test	True	obj2975
test	True	obj2976
test	True	obj2980
test	True	obj2985
test	True	obj2988
test	True	obj2989
test	True	obj2990
test	True	obj2991
test	True	obj2992
test	True	obj2997
test	True	obj2998
test	True	obj2999
test	True	obj3002
test	True	obj3004
test	True	obj3005
test	True	obj3007
test	True	obj3008
test	True	obj3010
test	True	obj3011
test	True	obj3015
test	True	obj3016
test	True	obj3017
test	True	obj3018
test	True	obj3019
test	True	obj3021
test	True	obj3022
test	True	obj3023
test	True	obj3026
test	True	obj3028
test	True	obj3029
test	True	obj3032
test	True	obj3033
test	True	obj3036
test	True	obj3040
